year,month,day,hour,temp,feelslike,precip,windgust,windspeed,winddir,cloudcover,solarradiation,solarenergy
2020,3,1,17,5.2,5.7,0.31,17.4,10.2,9.9,61.0,260.3,142.7
2020,3,1,18,7.2,8.7,0.12,13.2,11.1,261.5,72.6,174.5,26.6
2020,3,1,19,9.6,9.6,0.19,19.9,13.2,165.4,94.2,127.3,103.5
2020,3,1,20,10.3,11.2,0.08,5.9,3.3,209.5,42.3,228.0,77.1
2020,3,1,21,8.2,6.7,0.38,2.5,1.5,181.7,93.0,132.6,29.2
2020,3,1,22,4.5,2.8,0.17,22.6,14.8,176.2,67.5,284.0,171.3
2020,3,1,23,15.2,13.8,0.09,16.0,7.0,264.8,6.1,201.2,173.6
2020,3,2,0,7.0,7.7,0.34,9.4,0.1,218.1,97.8,283.3,62.6
2020,3,2,1,12.0,10.2,0.35,3.6,0.6,268.6,57.8,157.7,116.1
2020,3,2,2,9.0,7.3,0.37,12.6,3.5,8.2,86.6,122.5,45.8
2020,3,2,3,5.1,4.7,0.13,11.9,8.6,134.2,24.8,171.5,92.6
2020,3,2,4,8.7,6.9,0.27,9.0,1.5,85.1,46.0,130.6,120.1
2020,3,2,5,13.6,14.5,0.24,7.8,6.8,125.3,88.1,148.7,121.3
2020,3,2,6,-0.1,-0.7,0.03,12.5,9.5,108.8,31.2,146.1,16.6
2020,3,2,7,4.8,3.7,0.3,14.6,11.9,253.8,5.1,142.9,140.3
2020,3,2,8,7.4,6.2,0.24,8.1,2.8,206.6,29.2,299.8,152.3
2020,3,2,9,14.9,16.6,0.2,18.9,13.8,152.8,26.4,214.2,81.2
2020,3,2,10,10.6,10.9,0.0,12.1,6.6,247.7,24.5,190.3,153.3
2020,3,2,11,14.4,14.1,0.32,17.0,7.1,163.6,75.0,249.8,183.3
2020,3,2,12,10.1,10.5,0.17,4.4,3.6,208.5,83.0,259.0,76.0
2020,3,2,13,5.6,6.0,0.18,13.8,10.7,293.7,70.2,164.7,98.5
2020,3,2,14,9.1,9.2,0.29,13.6,6.9,135.1,38.1,294.2,228.1
2020,3,2,15,14.7,16.2,0.27,2.2,0.6,16.8,78.6,154.8,139.2
2020,3,2,16,14.6,15.0,0.08,8.9,6.6,142.4,30.6,228.9,132.6
2020,3,2,17,10.3,11.6,0.35,4.2,4.1,96.1,34.5,187.9,161.2
2020,3,2,18,10.0,8.6,0.04,18.2,13.8,234.9,73.0,169.9,28.0
2020,3,2,19,11.9,11.5,0.22,9.7,0.9,146.0,28.6,292.0,120.6
2020,3,2,20,7.5,7.8,0.05,8.8,1.3,252.8,31.7,126.7,94.4
2020,3,2,21,2.4,1.4,0.27,5.3,4.1,284.3,99.7,169.3,56.6
2020,3,2,22,14.5,16.2,0.37,8.3,0.8,199.6,61.0,189.8,162.2
2020,3,2,23,8.1,6.8,0.04,13.0,10.8,236.9,39.4,245.0,57.9
2020,3,3,0,11.3,10.4,0.29,8.2,6.3,97.8,43.5,248.0,68.7
2020,3,3,1,19.1,19.2,0.09,12.8,8.3,22.3,75.9,149.6,136.2
2020,3,3,2,9.2,8.4,0.01,12.7,9.6,302.4,17.7,235.3,82.4
2020,3,3,3,5.7,4.3,0.03,13.2,4.4,92.0,11.2,144.6,26.8
2020,3,3,4,18.0,19.3,0.25,18.5,11.0,141.6,42.9,209.5,198.0
2020,3,3,5,9.9,11.8,0.07,7.6,5.1,83.2,60.5,281.8,213.0
2020,3,3,6,0.3,-1.0,0.08,22.8,13.8,315.4,15.5,197.1,102.4
2020,3,3,7,3.3,1.3,0.33,17.7,9.1,263.2,24.5,278.8,240.9
2020,3,3,8,8.7,7.3,0.27,5.8,0.5,131.9,45.4,205.8,175.9
2020,3,3,9,16.4,16.3,0.29,4.1,2.4,24.3,20.1,282.8,73.3
2020,3,3,10,14.8,14.4,0.33,12.1,6.5,203.0,63.1,225.9,161.1
2020,3,3,11,6.6,6.9,0.09,12.5,10.2,103.7,20.9,268.6,213.4
2020,3,3,12,13.9,13.0,0.14,20.1,10.7,195.3,56.2,133.5,27.2
2020,3,3,13,6.7,7.4,0.28,8.9,7.9,359.6,47.9,225.6,57.2
2020,3,3,14,19.6,18.9,0.37,14.6,7.4,296.6,37.9,126.4,15.2
2020,3,3,15,1.9,2.8,0.07,3.2,1.6,174.4,0.2,237.4,230.7
2020,3,3,16,7.5,7.4,0.3,12.1,7.9,143.7,11.6,138.7,52.9
2020,3,3,17,9.0,10.4,0.25,14.6,9.5,94.1,44.1,179.1,151.2
2020,3,3,18,5.9,6.4,0.25,10.9,7.0,248.5,4.1,157.6,22.8
2020,3,3,19,2.8,1.6,0.29,7.3,0.4,64.7,3.8,214.4,155.7
2020,3,3,20,8.4,7.7,0.22,17.2,10.3,344.0,62.8,181.3,81.1
2020,3,3,21,18.1,16.6,0.1,13.3,5.0,259.9,41.8,100.3,39.8
2020,3,3,22,15.7,16.0,0.35,13.4,6.7,56.5,20.1,276.4,106.1
2020,3,3,23,5.3,7.1,0.02,21.5,13.0,20.4,6.8,126.9,101.8
2020,3,4,0,12.6,12.4,0.29,9.8,7.0,248.6,47.3,145.1,37.8
2020,3,4,1,7.0,6.4,0.12,5.3,1.2,40.3,58.3,199.5,53.4
2020,3,4,2,11.7,9.8,0.31,13.7,13.2,32.5,82.4,227.5,212.3
2020,3,4,3,2.2,3.8,0.04,18.3,9.8,193.8,46.8,134.0,36.8
2020,3,4,4,9.2,9.0,0.13,16.8,13.2,2.6,40.1,297.6,233.9
2020,3,4,5,1.9,0.1,0.04,17.5,10.5,254.1,5.5,297.4,172.0
2020,3,4,6,8.9,10.0,0.25,10.9,5.1,335.8,4.9,193.8,141.1
2020,3,4,7,16.3,15.2,0.18,5.4,3.5,256.9,62.2,221.0,104.2
2020,3,4,8,16.6,14.7,0.38,9.4,0.5,55.0,30.5,162.3,82.3
2020,3,4,9,11.5,10.6,0.18,21.8,11.9,65.7,14.1,182.2,127.6
2020,3,4,10,6.7,7.2,0.18,13.0,8.7,198.0,37.7,265.7,232.2
2020,3,4,11,6.5,5.1,0.31,13.1,6.3,3.4,79.6,145.7,42.0
2020,3,4,12,7.3,7.9,0.21,9.0,4.4,288.3,83.7,165.2,30.0
2020,3,4,13,6.1,7.1,0.2,10.6,7.4,106.8,30.0,256.8,35.0
2020,3,4,14,9.2,7.7,0.02,3.4,0.9,193.8,98.2,140.6,65.0
2020,3,4,15,15.3,13.6,0.09,8.0,4.4,276.1,64.1,290.3,269.3
2020,3,4,16,12.4,11.5,0.19,20.5,10.7,120.8,51.4,101.1,26.7
2020,3,4,17,3.6,4.6,0.15,1.4,0.8,262.9,25.4,127.0,43.4
2020,3,4,18,9.2,10.2,0.35,16.2,12.8,43.5,34.7,239.2,80.4
2020,3,4,19,1.4,2.8,0.28,6.8,2.0,137.0,2.9,210.8,42.3
2020,3,4,20,12.1,12.5,0.24,11.7,3.2,160.9,44.9,114.3,25.5
2020,3,4,21,9.7,9.3,0.35,11.9,5.6,99.5,32.1,127.2,88.6
2020,3,4,22,13.3,13.9,0.04,13.9,6.6,283.7,23.6,248.4,219.9
2020,3,4,23,3.0,2.7,0.35,12.6,7.8,86.5,2.7,144.5,23.0
2020,3,5,0,12.5,13.8,0.28,13.8,10.8,134.7,6.3,247.7,179.7
2020,3,5,1,4.9,4.6,0.29,8.4,8.0,122.4,70.1,263.2,242.6
2020,3,5,2,18.1,19.5,0.08,15.1,6.9,344.4,36.6,120.8,26.6
2020,3,5,3,18.8,18.0,0.02,13.1,12.3,19.9,58.4,187.3,29.9
2020,3,5,4,11.0,9.1,0.15,17.6,12.5,359.9,36.8,243.0,112.6
2020,3,5,5,9.5,9.9,0.1,12.1,6.4,318.9,62.8,236.6,25.3
2020,3,5,6,15.4,13.7,0.1,5.5,4.2,189.3,92.4,108.8,64.3
2020,3,5,7,7.8,8.6,0.19,5.3,4.1,153.2,43.6,172.3,157.9
2020,3,5,8,15.8,14.6,0.09,15.2,14.7,184.2,58.6,196.9,26.2
2020,3,5,9,8.7,7.3,0.28,16.2,7.1,112.7,18.2,199.6,80.0
2020,3,5,10,7.3,7.8,0.3,22.6,14.5,117.5,59.9,138.0,87.1
2020,3,5,11,9.1,8.2,0.29,12.9,4.5,76.0,10.0,285.3,155.0
2020,3,5,12,3.9,2.0,0.25,0.4,0.4,259.8,46.4,229.0,184.7
2020,3,5,13,11.6,12.3,0.3,14.3,5.3,198.3,11.0,201.4,179.1
2020,3,5,14,11.0,12.8,0.06,15.7,10.0,105.7,87.3,202.9,181.7
2020,3,5,15,10.7,11.0,0.32,12.7,9.1,111.1,32.4,179.5,83.0
2020,3,5,16,4.1,4.2,0.03,16.7,12.8,14.7,41.2,203.2,78.8
2020,3,5,17,10.6,9.6,0.16,14.3,8.3,267.3,28.8,104.4,49.3
2020,3,5,18,10.6,8.8,0.25,16.0,12.2,26.4,56.4,207.4,26.3
2020,3,5,19,14.9,13.5,0.24,14.9,6.5,356.8,0.9,289.5,259.7
2020,3,5,20,11.3,12.0,0.35,7.1,3.5,316.5,9.0,129.2,14.2
2020,3,5,21,8.2,9.2,0.39,5.4,0.8,123.4,50.3,178.7,150.5
2020,3,5,22,6.1,6.3,0.18,13.0,11.7,164.9,36.3,292.7,162.6
2020,3,5,23,10.0,10.7,0.05,7.5,4.8,4.0,94.9,279.3,171.2
2020,3,6,0,10.7,11.2,0.28,18.3,9.9,359.3,98.5,253.1,78.4
2020,3,6,1,5.8,5.0,0.11,21.1,15.0,282.3,6.3,234.7,139.6
2020,3,6,2,13.0,12.8,0.36,13.7,13.3,245.7,54.7,143.3,76.4
2020,3,6,3,9.3,10.3,0.05,24.3,15.0,171.6,78.6,190.4,19.4
2020,3,6,4,11.9,11.1,0.16,18.7,13.3,103.9,98.1,145.4,14.7
2020,3,6,5,10.8,9.1,0.04,7.5,2.5,25.5,48.7,108.1,89.6
2020,3,6,6,5.7,5.0,0.09,10.1,6.8,18.1,1.7,168.5,59.7
2020,3,6,7,14.5,15.2,0.27,18.0,8.4,184.6,67.9,299.7,199.6
2020,3,6,8,10.5,10.3,0.35,8.4,1.6,45.4,71.9,204.7,140.6
2020,3,6,9,10.4,9.5,0.25,11.8,2.3,139.2,48.8,266.9,35.2
2020,3,6,10,15.8,16.3,0.31,10.8,3.3,296.0,12.3,189.0,142.9
2020,3,6,11,12.9,12.1,0.19,6.3,3.1,278.7,56.8,240.6,69.2
2020,3,6,12,8.4,8.1,0.1,15.9,7.7,261.6,76.8,127.1,41.1
2020,3,6,13,8.8,10.2,0.15,13.1,3.5,145.0,44.4,186.8,77.6
2020,3,6,14,12.0,11.9,0.0,4.4,1.3,60.1,49.8,188.6,36.5
2020,3,6,15,11.5,12.4,0.19,11.3,10.9,238.8,61.5,165.0,46.9
2020,3,6,16,15.4,14.7,0.19,18.5,10.9,268.1,71.1,273.5,269.6
2020,3,6,17,7.9,9.5,0.12,9.4,7.6,201.0,47.1,127.0,118.5
2020,3,6,18,10.3,9.6,0.24,4.5,2.7,53.0,55.7,165.4,84.5
2020,3,6,19,15.4,16.1,0.01,11.5,9.4,43.9,49.7,192.0,85.4
2020,3,6,20,10.0,11.0,0.36,13.4,4.9,66.1,52.4,147.4,49.7
2020,3,6,21,10.6,9.3,0.35,9.4,9.0,188.0,83.5,157.1,83.5
2020,3,6,22,11.3,9.9,0.25,18.2,13.3,51.3,47.2,218.3,201.4
2020,3,6,23,15.5,17.4,0.28,10.6,9.1,7.5,57.4,154.0,21.3
2020,3,7,0,-8.7,-9.9,0.17,10.6,1.1,211.3,2.7,215.2,96.4
2020,3,7,1,12.8,13.1,0.33,11.6,4.0,79.3,97.5,169.0,106.3
2020,3,7,2,15.2,13.5,0.39,13.5,5.1,242.5,44.1,151.4,143.3
2020,3,7,3,17.1,15.5,0.03,9.8,5.6,198.1,74.9,104.4,48.1
2020,3,7,4,4.4,6.1,0.2,15.2,8.4,271.8,98.8,291.0,83.0
2020,3,7,5,12.8,13.4,0.06,6.2,0.4,6.3,74.5,159.5,78.2
2020,3,7,6,15.0,14.3,0.35,7.6,3.0,326.2,38.7,247.9,108.6
2020,3,7,7,6.5,5.3,0.28,10.8,5.9,75.7,93.7,230.7,81.9
2020,3,7,8,14.8,16.3,0.11,9.9,0.7,278.3,84.2,102.8,89.6
2020,3,7,9,5.6,4.4,0.21,19.4,10.5,198.5,43.9,232.7,148.3
2020,3,7,10,8.3,10.0,0.03,13.1,8.3,19.2,90.1,197.0,164.5
2020,3,7,11,14.7,16.2,0.22,10.9,1.6,49.8,67.7,217.4,185.3
2020,3,7,12,7.3,7.2,0.13,12.1,11.9,296.0,60.3,261.9,152.2
2020,3,7,13,13.4,14.7,0.01,6.9,1.9,187.4,92.0,137.4,111.1
2020,3,7,14,0.4,-1.1,0.35,9.1,0.7,211.9,9.4,206.8,31.8
2020,3,7,15,5.4,6.0,0.22,13.5,4.1,134.1,8.2,252.5,106.2
2020,3,7,16,21.8,21.7,0.17,12.2,10.7,44.1,43.5,236.1,110.6
2020,3,7,17,9.6,9.1,0.12,20.0,13.8,6.0,77.6,108.9,89.2
2020,3,7,18,16.6,15.7,0.11,5.0,0.2,295.8,16.6,115.0,16.5
2020,3,7,19,11.5,11.8,0.24,10.7,9.5,161.1,44.2,118.5,59.3
2020,3,7,20,3.7,4.5,0.4,17.7,11.1,163.9,75.8,154.1,34.0
2020,3,7,21,7.0,5.1,0.17,23.7,13.8,215.1,80.6,195.4,115.4
2020,3,7,22,17.2,17.3,0.18,18.2,13.3,217.4,5.4,120.0,25.0
2020,3,7,23,7.7,9.6,0.17,16.4,13.7,189.8,78.5,183.1,86.1
2020,3,8,0,10.0,9.9,0.09,16.6,13.8,194.5,14.9,267.5,74.4
2020,3,8,1,15.4,14.4,0.28,16.6,9.3,140.8,42.3,101.0,36.5
2020,3,8,2,5.9,6.3,0.37,7.2,6.0,180.3,26.3,171.4,49.4
2020,3,8,3,5.0,4.0,0.26,5.3,0.8,233.0,7.4,233.3,90.0
2020,3,8,4,15.1,16.0,0.18,12.9,11.6,30.5,79.7,243.6,101.6
2020,3,8,5,9.1,7.8,0.24,11.9,6.7,107.0,50.8,211.9,171.4
2020,3,8,6,14.8,13.8,0.07,18.6,13.7,256.3,80.7,154.4,28.6
2020,3,8,7,11.4,10.7,0.15,8.5,1.9,76.0,67.7,128.7,17.1
2020,3,8,8,17.5,16.0,0.29,10.6,9.5,287.7,62.8,241.4,166.7
2020,3,8,9,17.3,16.3,0.12,6.2,5.6,291.0,15.5,208.9,53.0
2020,3,8,10,7.8,9.7,0.15,13.4,12.3,4.3,28.1,241.0,188.0
2020,3,8,11,10.1,10.8,0.33,12.9,9.2,167.7,65.0,234.2,146.1
2020,3,8,12,9.6,8.2,0.12,6.4,4.6,150.3,49.2,291.9,178.8
2020,3,8,13,12.0,13.0,0.05,11.1,8.6,317.1,63.4,292.5,185.5
2020,3,8,14,13.1,12.2,0.33,11.1,4.7,125.7,70.9,270.4,129.5
2020,3,8,15,14.8,16.7,0.22,9.8,4.3,113.7,79.8,122.7,75.7
2020,3,8,16,10.4,11.7,0.16,15.0,9.3,331.8,41.2,175.0,18.0
2020,3,8,17,0.2,2.0,0.4,7.8,2.1,95.7,95.6,166.0,118.9
2020,3,8,18,17.5,17.7,0.19,9.5,2.1,190.4,66.2,276.6,214.0
2020,3,8,19,2.5,3.9,0.06,12.9,7.1,224.9,69.2,222.5,158.7
2020,3,8,20,13.1,13.6,0.35,20.0,10.1,200.3,56.4,294.2,102.6
2020,3,8,21,10.5,9.1,0.22,7.2,0.2,62.9,40.9,167.9,120.5
2020,3,8,22,12.9,14.3,0.06,15.3,9.0,219.2,67.6,228.1,120.9
2020,3,8,23,7.7,6.9,0.31,9.9,7.7,62.6,12.9,194.3,177.5
2020,3,9,0,8.4,8.3,0.25,11.4,8.4,13.3,2.4,239.3,27.1
2020,3,9,1,13.3,11.4,0.21,22.2,13.0,295.8,93.7,100.0,23.9
2020,3,9,2,11.2,10.1,0.19,15.2,11.1,125.1,22.9,159.9,122.6
2020,3,9,3,15.1,14.2,0.27,17.0,8.9,224.1,57.2,287.9,73.8
2020,3,9,4,9.1,8.9,0.12,20.9,11.9,323.0,83.2,234.5,153.8
2020,3,9,5,6.9,5.6,0.11,11.2,5.5,183.9,27.4,165.6,101.7
2020,3,9,6,9.6,10.6,0.19,13.7,11.0,171.7,8.1,166.9,56.0
2020,3,9,7,11.6,10.7,0.21,13.1,7.4,193.7,91.0,199.2,134.9
2020,3,9,8,10.4,10.2,0.04,13.9,10.0,134.9,61.8,188.0,90.6
2020,3,9,9,10.3,9.2,0.3,8.6,5.8,290.3,1.0,137.5,25.9
2020,3,9,10,14.4,12.7,0.4,17.6,7.9,312.8,10.0,284.1,71.6
2020,3,9,11,6.6,7.5,0.21,13.1,7.8,261.5,14.3,248.5,36.5
2020,3,9,12,18.9,19.3,0.17,8.9,5.3,101.6,92.3,212.9,201.5
2020,3,9,13,13.4,12.3,0.34,16.1,13.9,162.0,51.2,289.4,204.8
2020,3,9,14,11.1,10.9,0.12,8.9,0.1,292.9,90.5,132.8,77.6
2020,3,9,15,13.1,14.7,0.28,10.3,6.7,359.9,43.0,113.0,24.5
2020,3,9,16,1.7,-0.1,0.24,23.8,14.7,242.5,49.9,106.1,68.2
2020,3,9,17,8.1,7.3,0.25,12.9,7.7,143.7,64.3,202.3,190.9
2020,3,9,18,17.5,17.5,0.23,8.1,7.8,290.4,96.5,175.1,132.8
2020,3,9,19,8.7,7.5,0.3,5.9,2.0,111.9,96.8,208.3,150.4
2020,3,9,20,8.7,8.7,0.08,16.9,10.0,262.3,26.5,149.9,57.6
2020,3,9,21,12.5,11.5,0.26,12.4,3.1,291.6,13.1,178.5,49.5
2020,3,9,22,10.4,12.3,0.2,7.0,3.7,289.9,40.0,257.3,29.9
2020,3,9,23,10.6,8.6,0.27,4.7,4.3,335.7,44.0,262.6,72.1
2020,3,10,0,13.6,15.4,0.15,9.5,2.6,108.1,1.0,265.4,35.1
2020,3,10,1,6.5,6.4,0.15,10.8,4.1,225.3,3.2,292.1,29.6
2020,3,10,2,12.1,12.0,0.22,13.0,8.7,304.9,49.8,245.3,217.7
2020,3,10,3,7.4,8.4,0.26,11.6,6.7,149.5,29.3,169.0,88.3
2020,3,10,4,16.3,16.5,0.21,8.2,6.7,211.8,97.8,154.6,66.8
2020,3,10,5,12.6,12.7,0.16,8.3,3.4,124.9,6.8,292.7,41.9
2020,3,10,6,6.1,5.5,0.11,12.6,12.1,37.8,62.5,208.1,98.8
2020,3,10,7,14.7,16.0,0.0,16.4,10.1,139.0,29.6,137.0,85.4
2020,3,10,8,15.5,15.5,0.03,11.1,10.1,234.2,27.9,248.7,216.3
2020,3,10,9,6.9,8.8,0.11,14.9,6.7,84.0,23.4,126.8,42.5
2020,3,10,10,5.6,7.0,0.31,20.2,12.3,342.8,97.2,278.9,252.6
2020,3,10,11,20.6,21.0,0.06,21.0,14.6,202.4,60.9,118.0,72.6
2020,3,10,12,14.8,13.2,0.23,17.0,13.7,169.1,26.0,270.1,37.0
2020,3,10,13,19.6,20.9,0.13,12.6,6.8,197.2,4.7,207.6,26.8
2020,3,10,14,13.9,14.5,0.11,20.6,10.8,104.5,24.4,173.1,171.1
2020,3,10,15,6.6,7.3,0.13,4.2,3.9,185.6,26.8,177.4,159.9
2020,3,10,16,15.1,13.5,0.33,19.0,9.7,279.0,10.8,265.4,76.7
2020,3,10,17,11.9,10.9,0.34,12.5,10.5,252.6,73.7,140.5,98.1
2020,3,10,18,6.2,8.1,0.29,8.5,3.7,5.5,50.0,274.9,89.6
2020,3,10,19,5.9,5.0,0.19,19.4,11.2,88.1,85.5,140.7,51.7
2020,3,10,20,11.6,11.8,0.29,12.2,4.8,218.6,8.4,147.7,41.3
2020,3,10,21,9.4,10.4,0.06,11.5,5.0,23.3,19.7,171.6,69.3
2020,3,10,22,-1.4,-1.3,0.27,16.7,13.5,238.6,17.2,111.2,22.9
2020,3,10,23,12.0,13.8,0.1,16.1,9.0,110.3,89.4,279.6,29.6
2020,3,11,0,12.2,13.1,0.3,2.9,1.4,314.4,64.9,201.5,39.5
2020,3,11,1,24.0,26.0,0.27,13.2,6.2,132.4,46.0,216.7,187.1
2020,3,11,2,8.5,6.9,0.32,10.9,4.7,113.6,37.0,230.1,227.2
2020,3,11,3,10.7,11.9,0.14,15.3,14.0,117.6,31.9,146.3,137.6
2020,3,11,4,10.3,11.2,0.24,3.0,1.6,107.5,39.8,198.1,154.4
2020,3,11,5,12.6,13.0,0.36,7.4,6.8,332.7,46.6,246.1,231.7
2020,3,11,6,10.7,10.0,0.08,12.9,4.9,279.0,70.0,254.0,251.2
2020,3,11,7,10.8,11.9,0.36,18.5,14.8,134.9,0.9,138.4,125.1
2020,3,11,8,12.7,13.4,0.38,22.1,13.6,132.7,92.4,238.4,60.0
2020,3,11,9,7.7,6.9,0.34,8.9,2.0,237.6,12.8,138.2,57.9
2020,3,11,10,10.8,10.1,0.17,13.1,10.1,242.8,27.2,129.0,69.6
2020,3,11,11,-1.2,-3.0,0.37,7.2,3.3,181.5,16.8,130.8,109.1
2020,3,11,12,13.7,12.0,0.05,16.7,7.3,186.7,61.9,112.7,19.4
2020,3,11,13,15.9,14.1,0.33,9.8,0.3,90.3,91.8,195.6,25.0
2020,3,11,14,7.4,5.4,0.39,3.3,0.3,161.1,86.1,193.3,19.6
2020,3,11,15,11.9,10.7,0.21,14.5,8.2,147.1,52.9,230.2,91.3
2020,3,11,16,18.5,17.4,0.2,14.9,8.5,47.8,3.6,270.2,267.8
2020,3,11,17,9.5,8.7,0.07,15.4,12.3,62.5,56.3,246.4,127.4
2020,3,11,18,12.8,11.6,0.33,12.4,9.4,21.9,73.0,179.2,80.6
2020,3,11,19,5.2,5.6,0.35,2.7,0.9,343.4,99.9,278.4,76.9
2020,3,11,20,6.6,7.3,0.18,17.3,8.9,170.0,66.0,219.6,117.4
2020,3,11,21,13.6,12.7,0.11,21.0,11.7,185.6,15.0,100.2,17.1
2020,3,11,22,11.1,10.2,0.08,22.4,14.4,282.0,93.6,275.8,215.0
2020,3,11,23,11.9,10.2,0.2,8.5,2.4,64.9,45.0,250.8,141.5
2020,3,12,0,12.7,12.5,0.27,17.3,8.9,163.3,95.0,187.0,129.8
2020,3,12,1,-0.8,-2.7,0.06,16.5,7.9,189.9,27.3,194.7,43.2
2020,3,12,2,13.9,13.5,0.06,19.2,11.7,43.9,78.1,286.8,114.2
2020,3,12,3,10.9,10.8,0.29,15.8,13.7,95.6,9.2,194.2,121.5
2020,3,12,4,7.0,5.2,0.19,1.5,0.7,134.2,31.5,284.8,49.7
2020,3,12,5,1.6,2.6,0.33,5.9,0.0,211.5,51.2,168.1,18.5
2020,3,12,6,9.3,9.1,0.27,19.9,12.5,300.9,36.3,205.4,55.4
2020,3,12,7,0.1,-0.0,0.02,14.2,4.8,333.4,61.7,195.5,107.8
2020,3,12,8,13.6,13.9,0.2,10.3,1.2,90.9,1.9,111.3,13.6
2020,3,12,9,8.0,9.8,0.39,20.8,14.8,113.1,5.2,264.8,130.9
2020,3,12,10,9.7,8.4,0.13,14.0,9.3,344.8,65.1,236.3,232.9
2020,3,12,11,5.5,6.8,0.31,6.4,5.9,19.0,12.2,182.8,67.9
2020,3,12,12,9.3,7.6,0.17,5.1,3.3,297.2,75.6,255.8,150.6
2020,3,12,13,10.2,12.1,0.38,15.2,13.4,232.9,17.3,283.4,278.9
2020,3,12,14,7.7,7.4,0.38,8.0,7.0,6.3,93.5,231.3,175.4
2020,3,12,15,13.6,12.2,0.34,15.5,6.4,296.0,75.2,232.6,188.8
2020,3,12,16,13.2,13.7,0.06,17.6,13.4,337.0,29.0,110.2,97.3
2020,3,12,17,17.2,18.8,0.22,18.2,10.2,215.1,36.4,136.9,105.2
2020,3,12,18,13.2,13.2,0.12,7.7,1.4,205.5,20.9,181.5,100.2
2020,3,12,19,8.1,7.6,0.18,2.5,2.5,48.4,40.4,299.9,185.3
2020,3,12,20,8.7,8.7,0.24,4.4,0.5,256.2,10.8,275.3,52.7
2020,3,12,21,6.6,4.7,0.38,16.4,7.1,237.5,94.1,275.8,64.6
2020,3,12,22,2.7,0.9,0.11,16.5,14.7,173.7,88.7,216.4,89.1
2020,3,12,23,13.4,14.4,0.08,13.7,13.7,71.5,41.8,214.7,158.3
2020,3,13,0,20.5,18.9,0.04,9.9,2.6,37.0,49.9,118.4,77.9
2020,3,13,1,9.1,9.7,0.17,15.3,5.6,292.4,92.8,124.2,13.8
2020,3,13,2,2.9,4.7,0.35,20.0,13.6,111.6,42.1,285.3,260.8
2020,3,13,3,11.8,10.8,0.07,10.6,6.8,63.3,79.6,217.1,36.5
2020,3,13,4,17.4,15.5,0.36,0.5,0.1,4.2,82.1,295.4,276.6
2020,3,13,5,10.1,8.5,0.34,9.1,2.3,56.6,46.3,241.9,180.4
2020,3,13,6,2.2,1.9,0.21,16.5,11.6,67.9,58.3,239.3,163.4
2020,3,13,7,9.5,10.1,0.09,20.9,11.0,183.4,5.7,294.1,216.5
2020,3,13,8,2.5,3.7,0.32,17.9,13.5,261.8,6.4,158.8,69.9
2020,3,13,9,9.3,7.9,0.25,10.6,1.2,53.5,50.8,120.3,101.5
2020,3,13,10,4.6,5.3,0.39,12.8,8.2,310.2,23.9,196.2,126.5
2020,3,13,11,7.4,5.4,0.23,14.9,7.8,208.3,54.4,131.5,61.1
2020,3,13,12,11.2,11.4,0.26,11.0,1.0,229.0,18.5,212.0,165.6
2020,3,13,13,15.9,15.2,0.0,11.6,3.3,137.5,59.5,261.0,166.7
2020,3,13,14,6.4,4.8,0.3,20.7,13.1,264.9,37.4,142.3,104.0
2020,3,13,15,6.3,4.9,0.32,15.0,9.8,325.9,32.7,219.0,64.3
2020,3,13,16,15.4,14.4,0.38,20.1,13.4,326.8,12.8,201.8,49.6
2020,3,13,17,12.3,12.8,0.2,21.8,13.2,45.0,23.5,144.0,58.4
2020,3,13,18,14.2,15.4,0.39,18.6,9.9,179.1,91.9,108.6,72.1
2020,3,13,19,14.6,12.9,0.35,13.9,6.9,5.2,76.2,298.5,69.0
2020,3,13,20,12.4,10.7,0.14,13.1,4.6,145.1,73.3,137.1,13.9
2020,3,13,21,5.8,4.0,0.05,15.9,13.3,349.1,23.7,268.4,183.7
2020,3,13,22,2.8,4.6,0.24,18.4,13.3,332.6,90.9,222.6,93.4
2020,3,13,23,13.5,13.7,0.25,13.4,9.8,8.0,18.9,114.7,88.5
2020,3,14,0,9.8,10.4,0.29,4.5,0.4,35.5,27.3,131.3,77.7
2020,3,14,1,13.1,12.8,0.12,6.4,1.1,93.5,9.3,191.3,52.5
2020,3,14,2,12.4,14.0,0.19,12.5,6.2,198.2,3.5,298.8,37.4
2020,3,14,3,10.9,11.8,0.05,12.0,2.5,212.9,25.4,192.0,85.7
2020,3,14,4,19.9,18.7,0.28,8.8,4.7,119.5,25.2,106.5,45.9
2020,3,14,5,12.8,12.2,0.13,14.3,5.0,27.4,91.6,189.9,24.4
2020,3,14,6,12.6,14.2,0.34,15.6,14.9,0.0,97.4,200.5,157.0
2020,3,14,7,7.9,8.2,0.05,17.9,13.4,190.8,89.0,224.8,97.2
2020,3,14,8,12.4,12.7,0.2,11.3,4.7,290.9,30.8,156.9,90.8
2020,3,14,9,12.2,11.8,0.05,12.5,3.3,310.5,62.1,198.8,141.6
2020,3,14,10,3.9,3.3,0.27,10.1,7.9,88.1,65.4,224.7,170.5
2020,3,14,11,10.2,9.8,0.15,7.1,1.0,197.2,4.8,207.3,118.2
2020,3,14,12,12.4,13.2,0.4,14.9,7.9,117.7,8.5,134.4,17.5
2020,3,14,13,16.5,16.1,0.39,9.2,4.6,339.7,74.0,134.1,37.5
