year,month,day,hour,solarenergy
2020,5,2,1,126.3
2020,5,2,2,162.2
2020,5,2,3,59.9
2020,5,2,4,105.1
2020,5,2,5,103.7
2020,5,2,6,16.7
2020,5,2,7,76.8
2020,5,2,8,99.4
2020,5,2,9,105.0
2020,5,2,10,145.9
2020,5,2,11,114.8
2020,5,2,12,127.7
2020,5,2,13,68.8
2020,5,2,14,38.7
2020,5,2,15,112.5
2020,5,2,16,140.0
2020,5,2,17,96.4
2020,5,2,18,93.3
2020,5,2,19,214.3
2020,5,2,20,45.9
2020,5,2,21,58.6
2020,5,2,22,154.7
2020,5,2,23,83.0
2020,5,3,0,39.2
2020,5,3,1,94.0
2020,5,3,2,111.7
2020,5,3,3,105.8
2020,5,3,4,103.9
2020,5,3,5,146.7
2020,5,3,6,24.8
2020,5,3,7,133.4
2020,5,3,8,224.7
2020,5,3,9,97.6
2020,5,3,10,42.9
2020,5,3,11,104.0
2020,5,3,12,109.6
2020,5,3,13,195.5
2020,5,3,14,154.8
2020,5,3,15,161.0
2020,5,3,16,218.0
2020,5,3,17,206.6
2020,5,3,18,50.9
2020,5,3,19,41.0
2020,5,3,20,248.8
2020,5,3,21,156.5
2020,5,3,22,41.1
2020,5,3,23,97.4
2020,5,4,0,48.6
2020,5,4,1,176.9
2020,5,4,2,175.6
2020,5,4,3,69.7
2020,5,4,4,196.6
2020,5,4,5,57.3
2020,5,4,6,19.5
2020,5,4,7,117.7
2020,5,4,8,97.5
2020,5,4,9,188.3
2020,5,4,10,94.9
2020,5,4,11,18.6
2020,5,4,12,58.8
2020,5,4,13,79.9
2020,5,4,14,21.3
2020,5,4,15,31.7
2020,5,4,16,251.5
2020,5,4,17,35.1
2020,5,4,18,167.0
2020,5,4,19,116.5
2020,5,4,20,99.5
2020,5,4,21,46.8
2020,5,4,22,99.3
2020,5,4,23,36.5
2020,5,5,0,182.1
2020,5,5,1,143.7
2020,5,5,2,161.2
2020,5,5,3,68.5
2020,5,5,4,120.6
2020,5,5,5,43.4
2020,5,5,6,33.0
2020,5,5,7,125.0
2020,5,5,8,207.3
2020,5,5,9,136.1
2020,5,5,10,43.7
2020,5,5,11,163.9
2020,5,5,12,128.6
2020,5,5,13,24.3
2020,5,5,14,247.7
2020,5,5,15,28.2
2020,5,5,16,20.0
2020,5,5,17,89.9
2020,5,5,18,12.0
2020,5,5,19,20.9
2020,5,5,20,22.3
2020,5,5,21,107.7
2020,5,5,22,192.2
2020,5,5,23,92.6
2020,5,6,0,75.4
2020,5,6,1,177.1
2020,5,6,2,111.0
2020,5,6,3,73.5
2020,5,6,4,288.6
2020,5,6,5,80.6
2020,5,6,6,58.8
2020,5,6,7,108.5
2020,5,6,8,173.7
2020,5,6,9,136.4
2020,5,6,10,43.7
2020,5,6,11,175.5
2020,5,6,12,183.0
2020,5,6,13,59.4
2020,5,6,14,52.3
2020,5,6,15,101.9
2020,5,6,16,33.6
2020,5,6,17,140.6
2020,5,6,18,47.4
2020,5,6,19,207.7
2020,5,6,20,66.5
2020,5,6,21,209.3
2020,5,6,22,222.8
2020,5,6,23,121.0
2020,5,7,0,20.3
2020,5,7,1,216.5
2020,5,7,2,263.3
2020,5,7,3,109.9
2020,5,7,4,146.1
2020,5,7,5,213.2
2020,5,7,6,212.4
2020,5,7,7,163.6
2020,5,7,8,107.3
2020,5,7,9,89.5
2020,5,7,10,98.9
2020,5,7,11,102.4
2020,5,7,12,29.5
2020,5,7,13,47.2
2020,5,7,14,68.2
2020,5,7,15,85.4
2020,5,7,16,13.1
2020,5,7,17,60.1
2020,5,7,18,25.0
2020,5,7,19,101.6
2020,5,7,20,131.6
2020,5,7,21,134.7
2020,5,7,22,61.3
2020,5,7,23,181.2
2020,5,8,0,229.6
2020,5,8,1,160.7
2020,5,8,2,101.4
2020,5,8,3,61.2
2020,5,8,4,110.9
2020,5,8,5,98.0
2020,5,8,6,159.0
2020,5,8,7,64.8
2020,5,8,8,62.6
2020,5,8,9,161.9
2020,5,8,10,51.3
2020,5,8,11,129.4
2020,5,8,12,38.3
2020,5,8,13,104.2
2020,5,8,14,241.2
2020,5,8,15,50.2
2020,5,8,16,112.2
2020,5,8,17,62.5
2020,5,8,18,118.3
2020,5,8,19,77.7
2020,5,8,20,93.4
2020,5,8,21,112.8
2020,5,8,22,102.9
2020,5,8,23,57.3
2020,5,9,0,164.2
2020,5,9,1,122.7
2020,5,9,2,40.7
2020,5,9,3,167.4
2020,5,9,4,67.2
2020,5,9,5,96.7
2020,5,9,6,49.3
2020,5,9,7,137.6
2020,5,9,8,59.5
2020,5,9,9,213.9
2020,5,9,10,36.6
2020,5,9,11,73.1
2020,5,9,12,91.7
2020,5,9,13,61.8
2020,5,9,14,27.1
2020,5,9,15,122.9
2020,5,9,16,173.9
2020,5,9,17,96.9
2020,5,9,18,40.5
2020,5,9,19,33.1
2020,5,9,20,34.3
2020,5,9,21,46.6
2020,5,9,22,39.8
2020,5,9,23,116.3
2020,5,10,0,126.4
2020,5,10,1,105.8
2020,5,10,2,180.2
2020,5,10,3,42.0
2020,5,10,4,143.0
2020,5,10,5,42.2
2020,5,10,6,19.5
2020,5,10,7,143.1
2020,5,10,8,120.1
2020,5,10,9,99.9
2020,5,10,10,88.7
2020,5,10,11,94.2
2020,5,10,12,66.7
2020,5,10,13,151.7
2020,5,10,14,83.8
2020,5,10,15,218.3
2020,5,10,16,74.5
2020,5,10,17,247.8
2020,5,10,18,115.7
2020,5,10,19,39.1
2020,5,10,20,35.2
2020,5,10,21,77.9
2020,5,10,22,18.9
2020,5,10,23,70.7
2020,5,11,0,38.1
2020,5,11,1,40.7
2020,5,11,2,102.7
2020,5,11,3,112.2
2020,5,11,4,82.3
2020,5,11,5,91.3
2020,5,11,6,145.5
2020,5,11,7,25.2
2020,5,11,8,170.1
2020,5,11,9,153.8
2020,5,11,10,91.1
2020,5,11,11,107.5
2020,5,11,12,103.4
2020,5,11,13,184.1
2020,5,11,14,205.4
2020,5,11,15,167.8
2020,5,11,16,25.0
2020,5,11,17,45.2
2020,5,11,18,136.3
2020,5,11,19,22.8
2020,5,11,20,51.5
2020,5,11,21,15.1
2020,5,11,22,175.4
2020,5,11,23,74.3
2020,5,12,0,65.7
2020,5,12,1,200.9
2020,5,12,2,51.1
2020,5,12,3,62.8
2020,5,12,4,54.5
2020,5,12,5,118.9
2020,5,12,6,106.7
2020,5,12,7,114.4
2020,5,12,8,125.0
2020,5,12,9,153.1
2020,5,12,10,82.4
2020,5,12,11,153.3
2020,5,12,12,156.1
2020,5,12,13,124.4
2020,5,12,14,47.3
2020,5,12,15,184.7
2020,5,12,16,174.8
2020,5,12,17,250.7
2020,5,12,18,160.6
2020,5,12,19,56.8
2020,5,12,20,47.6
2020,5,12,21,168.4
2020,5,12,22,47.2
2020,5,12,23,133.7
2020,5,13,0,23.7
2020,5,13,1,178.3
2020,5,13,2,33.8
2020,5,13,3,90.6
2020,5,13,4,82.3
2020,5,13,5,78.3
2020,5,13,6,131.8
2020,5,13,7,129.4
2020,5,13,8,230.8
2020,5,13,9,13.9
2020,5,13,10,64.9
2020,5,13,11,29.3
2020,5,13,12,87.5
2020,5,13,13,170.9
2020,5,13,14,192.5
2020,5,13,15,99.2
2020,5,13,16,141.5
2020,5,13,17,136.2
2020,5,13,18,123.3
2020,5,13,19,121.8
2020,5,13,20,57.4
2020,5,13,21,71.7
2020,5,13,22,36.6
2020,5,13,23,121.7
2020,5,14,0,85.3
2020,5,14,1,39.8
2020,5,14,2,33.3
2020,5,14,3,17.6
2020,5,14,4,55.0
2020,5,14,5,151.5
2020,5,14,6,83.5
2020,5,14,7,124.2
2020,5,14,8,118.3
2020,5,14,9,80.7
2020,5,14,10,129.2
2020,5,14,11,58.7
2020,5,14,12,83.8
2020,5,14,13,44.7
2020,5,14,14,35.2
2020,5,14,15,219.7
2020,5,14,16,62.0
2020,5,14,17,89.8
2020,5,14,18,256.0
2020,5,14,19,42.2
2020,5,14,20,141.9
2020,5,14,21,29.8
2020,5,14,22,132.5
2020,5,14,23,125.9
2020,5,15,0,114.1
2020,5,15,1,57.4
2020,5,15,2,246.4
2020,5,15,3,107.3
2020,5,15,4,68.8
2020,5,15,5,76.4
2020,5,15,6,113.5
2020,5,15,7,54.7
2020,5,15,8,93.3
2020,5,15,9,86.6
2020,5,15,10,100.2
2020,5,15,11,51.7
2020,5,15,12,68.5
2020,5,15,13,147.3
2020,5,15,14,197.5
2020,5,15,15,104.2
2020,5,15,16,85.7
2020,5,15,17,56.4
2020,5,15,18,16.2
2020,5,15,19,56.8
2020,5,15,20,90.0
2020,5,15,21,136.7
2020,5,15,22,29.8
2020,5,15,23,73.5
2020,5,16,0,32.9
2020,5,16,1,28.1
2020,5,16,2,87.6
2020,5,16,3,70.0
2020,5,16,4,124.0
2020,5,16,5,45.7
2020,5,16,6,166.9
2020,5,16,7,147.4
2020,5,16,8,87.8
2020,5,16,9,165.3
2020,5,16,10,95.6
2020,5,16,11,109.9
2020,5,16,12,62.5
2020,5,16,13,247.1
2020,5,16,14,38.1
2020,5,16,15,25.3
2020,5,16,16,109.0
2020,5,16,17,48.2
2020,5,16,18,64.9
2020,5,16,19,204.1
2020,5,16,20,149.5
2020,5,16,21,61.1
2020,5,16,22,86.3
2020,5,16,23,170.2
2020,5,17,0,49.9
2020,5,17,1,204.0
2020,5,17,2,30.4
2020,5,17,3,72.6
2020,5,17,4,125.2
2020,5,17,5,103.4
2020,5,17,6,163.9
2020,5,17,7,62.7
2020,5,17,8,135.8
2020,5,17,9,72.2
2020,5,17,10,128.2
2020,5,17,11,127.5
2020,5,17,12,119.5
2020,5,17,13,77.3
2020,5,17,14,50.8
2020,5,17,15,21.9
2020,5,17,16,99.9
2020,5,17,17,51.4
2020,5,17,18,186.0
2020,5,17,19,181.2
2020,5,17,20,166.6
2020,5,17,21,80.9
2020,5,17,22,24.2
2020,5,17,23,177.6
2020,5,18,0,131.9
2020,5,18,1,75.4
2020,5,18,2,202.8
2020,5,18,3,107.0
2020,5,18,4,31.5
2020,5,18,5,46.5
2020,5,18,6,51.7
2020,5,18,7,90.6
2020,5,18,8,73.4
2020,5,18,9,25.8
2020,5,18,10,153.5
2020,5,18,11,177.7
2020,5,18,12,100.0
2020,5,18,13,57.9
2020,5,18,14,14.9
2020,5,18,15,131.9
2020,5,18,16,43.0
2020,5,18,17,45.5
2020,5,18,18,149.3
2020,5,18,19,83.4
2020,5,18,20,41.6
2020,5,18,21,74.3
2020,5,18,22,46.9
2020,5,18,23,109.7
2020,5,19,0,206.0
2020,5,19,1,21.3
2020,5,19,2,54.3
2020,5,19,3,121.2
2020,5,19,4,89.5
2020,5,19,5,96.0
2020,5,19,6,121.8
2020,5,19,7,65.8
2020,5,19,8,197.5
2020,5,19,9,27.5
2020,5,19,10,259.5
2020,5,19,11,250.2
2020,5,19,12,49.3
2020,5,19,13,78.8
2020,5,19,14,111.5
2020,5,19,15,183.2
2020,5,19,16,74.1
2020,5,19,17,78.1
2020,5,19,18,13.2
2020,5,19,19,48.4
2020,5,19,20,156.0
2020,5,19,21,159.2
2020,5,19,22,22.8
2020,5,19,23,163.2
2020,5,20,0,83.3
2020,5,20,1,129.5
2020,5,20,2,51.1
2020,5,20,3,126.9
2020,5,20,4,39.2
2020,5,20,5,35.1
2020,5,20,6,131.7
2020,5,20,7,203.9
2020,5,20,8,137.9
2020,5,20,9,25.3
2020,5,20,10,186.2
2020,5,20,11,94.6
2020,5,20,12,73.2
2020,5,20,13,170.8
2020,5,20,14,164.0
2020,5,20,15,140.1
2020,5,20,16,88.2
2020,5,20,17,43.5
2020,5,20,18,112.8
2020,5,20,19,116.7
2020,5,20,20,41.7
2020,5,20,21,35.7
2020,5,20,22,133.0
2020,5,20,23,28.7
2020,5,21,0,229.7
2020,5,21,1,57.8
2020,5,21,2,252.7
2020,5,21,3,278.7
2020,5,21,4,107.2
2020,5,21,5,203.8
2020,5,21,6,45.1
2020,5,21,7,31.2
2020,5,21,8,105.9
2020,5,21,9,210.0
2020,5,21,10,108.4
2020,5,21,11,50.8
2020,5,21,12,78.9
2020,5,21,13,181.1
2020,5,21,14,35.3
2020,5,21,15,127.3
2020,5,21,16,219.3
2020,5,21,17,89.2
2020,5,21,18,39.5
2020,5,21,19,61.3
2020,5,21,20,158.3
2020,5,21,21,32.7
2020,5,21,22,22.8
2020,5,21,23,34.8
2020,5,22,0,42.6
2020,5,22,1,151.7
2020,5,22,2,74.5
2020,5,22,3,49.5
2020,5,22,4,36.3
2020,5,22,5,93.2
2020,5,22,6,277.3
2020,5,22,7,83.0
2020,5,22,8,267.8
2020,5,22,9,180.0
2020,5,22,10,146.5
2020,5,22,11,87.7
2020,5,22,12,51.2
2020,5,22,13,27.5
2020,5,22,14,99.1
2020,5,22,15,28.4
2020,5,22,16,157.7
2020,5,22,17,108.0
2020,5,22,18,19.8
2020,5,22,19,105.7
2020,5,22,20,45.5
2020,5,22,21,69.9
2020,5,22,22,207.2
2020,5,22,23,220.1
2020,5,23,0,62.7
2020,5,23,1,45.7
2020,5,23,2,80.3
2020,5,23,3,118.8
2020,5,23,4,84.0
2020,5,23,5,126.3
2020,5,23,6,95.0
2020,5,23,7,94.8
2020,5,23,8,156.4
2020,5,23,9,86.0
2020,5,23,10,73.4
2020,5,23,11,257.4
2020,5,23,12,150.6
2020,5,23,13,203.2
2020,5,23,14,113.9
2020,5,23,15,147.5
2020,5,23,16,27.9
2020,5,23,17,78.2
2020,5,23,18,49.4
2020,5,23,19,143.9
2020,5,23,20,40.0
2020,5,23,21,127.3
2020,5,23,22,57.1
2020,5,23,23,152.7
2020,5,24,0,193.7
2020,5,24,1,87.0
2020,5,24,2,53.5
2020,5,24,3,54.6
2020,5,24,4,156.7
2020,5,24,5,65.0
2020,5,24,6,123.9
2020,5,24,7,28.2
2020,5,24,8,75.4
2020,5,24,9,78.5
2020,5,24,10,94.3
2020,5,24,11,95.6
2020,5,24,12,77.7
2020,5,24,13,108.4
2020,5,24,14,138.9
2020,5,24,15,55.0
2020,5,24,16,32.6
2020,5,24,17,111.3
2020,5,24,18,10.8
2020,5,24,19,120.3
2020,5,24,20,50.7
2020,5,24,21,41.9
2020,5,24,22,222.3
2020,5,24,23,95.9
2020,5,25,0,143.5
2020,5,25,1,87.9
2020,5,25,2,128.0
2020,5,25,3,155.2
2020,5,25,4,172.8
2020,5,25,5,164.3
2020,5,25,6,29.4
2020,5,25,7,184.3
2020,5,25,8,158.3
2020,5,25,9,99.6
2020,5,25,10,55.7
2020,5,25,11,122.0
2020,5,25,12,260.3
2020,5,25,13,40.9
2020,5,25,14,28.2
2020,5,25,15,60.5
2020,5,25,16,224.9
2020,5,25,17,206.0
2020,5,25,18,34.7
2020,5,25,19,229.7
2020,5,25,20,217.0
2020,5,25,21,29.5
2020,5,25,22,195.4
2020,5,25,23,85.6
2020,5,26,0,32.9
2020,5,26,1,96.8
2020,5,26,2,36.3
2020,5,26,3,230.8
2020,5,26,4,159.4
2020,5,26,5,215.0
2020,5,26,6,110.0
2020,5,26,7,83.8
2020,5,26,8,72.7
2020,5,26,9,181.1
2020,5,26,10,189.2
2020,5,26,11,161.5
2020,5,26,12,92.7
2020,5,26,13,68.8
2020,5,26,14,64.2
2020,5,26,15,93.0
2020,5,26,16,73.5
2020,5,26,17,76.8
2020,5,26,18,71.3
2020,5,26,19,50.9
2020,5,26,20,124.9
2020,5,26,21,55.7
2020,5,26,22,153.6
2020,5,26,23,23.2
2020,5,27,0,97.6
2020,5,27,1,141.1
2020,5,27,2,57.9
2020,5,27,3,92.4
2020,5,27,4,63.2
2020,5,27,5,42.8
2020,5,27,6,40.7
2020,5,27,7,98.3
2020,5,27,8,169.2
2020,5,27,9,94.0
2020,5,27,10,89.4
2020,5,27,11,84.0
2020,5,27,12,65.4
2020,5,27,13,109.5
2020,5,27,14,207.2
2020,5,27,15,88.9
2020,5,27,16,51.6
2020,5,27,17,165.2
2020,5,27,18,140.1
2020,5,27,19,133.8
2020,5,27,20,58.7
2020,5,27,21,186.2
2020,5,27,22,89.0
2020,5,27,23,131.6
2020,5,28,0,165.4
2020,5,28,1,253.7
2020,5,28,2,168.4
2020,5,28,3,88.8
2020,5,28,4,199.0
2020,5,28,5,173.2
2020,5,28,6,112.2
2020,5,28,7,96.7
2020,5,28,8,186.9
2020,5,28,9,79.3
2020,5,28,10,66.4
2020,5,28,11,66.5
2020,5,28,12,156.7
2020,5,28,13,74.1
2020,5,28,14,40.0
2020,5,28,15,54.0
2020,5,28,16,19.8
2020,5,28,17,252.5
2020,5,28,18,78.4
2020,5,28,19,145.8
2020,5,28,20,109.0
2020,5,28,21,160.1
2020,5,28,22,196.1
2020,5,28,23,140.5
2020,5,29,0,88.9
2020,5,29,1,172.7
2020,5,29,2,68.3
2020,5,29,3,105.5
2020,5,29,4,155.8
2020,5,29,5,118.1
2020,5,29,6,115.9
2020,5,29,7,69.0
2020,5,29,8,52.0
2020,5,29,9,32.4
2020,5,29,10,48.1
2020,5,29,11,160.2
2020,5,29,12,259.3
2020,5,29,13,155.6
2020,5,29,14,17.9
2020,5,29,15,49.2
2020,5,29,16,142.0
2020,5,29,17,26.0
2020,5,29,18,122.5
2020,5,29,19,127.7
2020,5,29,20,59.7
2020,5,29,21,112.1
2020,5,29,22,108.0
2020,5,29,23,31.4
2020,5,30,0,22.1
2020,5,30,1,108.4
2020,5,30,2,43.1
2020,5,30,3,147.1
2020,5,30,4,42.1
2020,5,30,5,105.2
2020,5,30,6,123.0
2020,5,30,7,92.5
2020,5,30,8,96.0
2020,5,30,9,87.9
2020,5,30,10,139.8
2020,5,30,11,233.3
2020,5,30,12,71.9
2020,5,30,13,103.1
2020,5,30,14,154.6
2020,5,30,15,24.1
2020,5,30,16,193.2
2020,5,30,17,230.0
2020,5,30,18,116.0
2020,5,30,19,49.4
2020,5,30,20,120.9
2020,5,30,21,61.2
2020,5,30,22,102.6
2020,5,30,23,92.2
2020,5,31,0,91.3
2020,5,31,1,58.7
2020,5,31,2,94.1
2020,5,31,3,94.0
2020,5,31,4,137.7
2020,5,31,5,47.3
2020,5,31,6,43.5
2020,5,31,7,184.6
2020,5,31,8,139.3
2020,5,31,9,143.5
2020,5,31,10,108.8
2020,5,31,11,114.6
2020,5,31,12,100.3
2020,5,31,13,161.5
2020,5,31,14,28.8
2020,5,31,15,71.2
2020,5,31,16,76.9
2020,5,31,17,77.2
2020,5,31,18,89.0
2020,5,31,19,106.8
2020,5,31,20,146.4
2020,5,31,21,47.5
2020,5,31,22,72.7
2020,5,31,23,121.2
2020,6,1,0,401.3
2020,6,1,1,109.3
2020,6,1,2,131.9
2020,6,1,3,187.0
2020,6,1,4,218.8
2020,6,1,5,56.2
2020,6,1,6,133.0
2020,6,1,7,417.3
2020,6,1,8,224.4
2020,6,1,9,305.4
2020,6,1,10,240.4
2020,6,1,11,93.5
2020,6,1,12,318.3
2020,6,1,13,462.2
2020,6,1,14,174.7
2020,6,1,15,220.9
2020,6,1,16,459.0
2020,6,1,17,237.7
2020,6,1,18,86.5
2020,6,1,19,405.6
2020,6,1,20,201.3
2020,6,1,21,394.4
2020,6,1,22,380.3
2020,6,1,23,256.8
2020,6,2,0,385.5
2020,6,2,1,69.7
2020,6,2,2,251.8
2020,6,2,3,68.0
2020,6,2,4,137.8
2020,6,2,5,201.6
2020,6,2,6,113.6
2020,6,2,7,191.5
2020,6,2,8,334.3
2020,6,2,9,154.2
2020,6,2,10,353.8
2020,6,2,11,184.3
2020,6,2,12,80.5
2020,6,2,13,183.5
2020,6,2,14,353.7
2020,6,2,15,441.4
2020,6,2,16,355.7
2020,6,2,17,289.9
2020,6,2,18,284.0
2020,6,2,19,284.9
2020,6,2,20,317.5
2020,6,2,21,447.4
2020,6,2,22,135.9
2020,6,2,23,215.7
2020,6,3,0,103.5
2020,6,3,1,217.1
2020,6,3,2,108.7
2020,6,3,3,377.8
2020,6,3,4,124.9
2020,6,3,5,202.8
2020,6,3,6,67.2
2020,6,3,7,117.5
2020,6,3,8,25.6
2020,6,3,9,396.4
2020,6,3,10,115.0
2020,6,3,11,322.3
2020,6,3,12,281.1
2020,6,3,13,308.8
2020,6,3,14,249.1
2020,6,3,15,165.2
2020,6,3,16,107.9
2020,6,3,17,66.0
2020,6,3,18,122.5
2020,6,3,19,129.8
2020,6,3,20,306.4
2020,6,3,21,122.3
2020,6,3,22,94.0
2020,6,3,23,65.9
2020,6,4,0,161.4
2020,6,4,1,78.2
2020,6,4,2,143.0
2020,6,4,3,171.1
2020,6,4,4,250.3
2020,6,4,5,240.5
2020,6,4,6,332.2
2020,6,4,7,364.8
2020,6,4,8,45.9
2020,6,4,9,101.5
2020,6,4,10,250.3
2020,6,4,11,283.3
2020,6,4,12,92.5
2020,6,4,13,269.9
2020,6,4,14,105.1
2020,6,4,15,150.3
2020,6,4,16,134.5
2020,6,4,17,182.5
2020,6,4,18,450.0
2020,6,4,19,447.2
2020,6,4,20,84.4
2020,6,4,21,63.7
2020,6,4,22,155.3
2020,6,4,23,358.2
2020,6,5,0,171.8
2020,6,5,1,434.3
2020,6,5,2,241.3
2020,6,5,3,159.4
2020,6,5,4,251.9
2020,6,5,5,159.0
2020,6,5,6,488.0
2020,6,5,7,184.3
2020,6,5,8,327.5
2020,6,5,9,31.3
2020,6,5,10,269.1
2020,6,5,11,94.5
2020,6,5,12,210.4
2020,6,5,13,86.2
2020,6,5,14,156.6
2020,6,5,15,317.0
2020,6,5,16,477.2
2020,6,5,17,318.4
2020,6,5,18,227.1
2020,6,5,19,72.9
2020,6,5,20,283.6
2020,6,5,21,189.3
2020,6,5,22,229.2
2020,6,5,23,203.5
2020,6,6,0,134.0
2020,6,6,1,548.8
2020,6,6,2,226.4
2020,6,6,3,288.4
2020,6,6,4,375.1
2020,6,6,5,377.9
2020,6,6,6,423.6
2020,6,6,7,285.0
2020,6,6,8,477.3
2020,6,6,9,248.5
2020,6,6,10,168.9
2020,6,6,11,284.9
2020,6,6,12,219.0
2020,6,6,13,130.6
2020,6,6,14,155.5
2020,6,6,15,175.1
2020,6,6,16,380.4
2020,6,6,17,312.9
2020,6,6,18,79.4
2020,6,6,19,155.9
2020,6,6,20,38.3
2020,6,6,21,212.7
2020,6,6,22,236.8
2020,6,6,23,95.0
2020,6,7,0,467.3
2020,6,7,1,206.2
2020,6,7,2,256.0
2020,6,7,3,188.2
2020,6,7,4,165.4
2020,6,7,5,218.6
2020,6,7,6,369.1
2020,6,7,7,142.5
2020,6,7,8,225.7
2020,6,7,9,294.1
2020,6,7,10,79.2
2020,6,7,11,439.8
2020,6,7,12,285.6
2020,6,7,13,288.6
2020,6,7,14,307.1
2020,6,7,15,44.7
2020,6,7,16,222.8
2020,6,7,17,264.9
2020,6,7,18,372.0
2020,6,7,19,166.5
2020,6,7,20,189.1
2020,6,7,21,228.2
2020,6,7,22,246.0
2020,6,7,23,360.6
2020,6,8,0,71.4
2020,6,8,1,436.4
2020,6,8,2,375.7
2020,6,8,3,155.1
2020,6,8,4,337.2
2020,6,8,5,419.7
2020,6,8,6,48.3
2020,6,8,7,144.3
2020,6,8,8,329.5
2020,6,8,9,177.0
2020,6,8,10,123.4
2020,6,8,11,82.2
2020,6,8,12,197.7
2020,6,8,13,200.4
2020,6,8,14,119.5
2020,6,8,15,157.5
2020,6,8,16,305.2
2020,6,8,17,99.6
2020,6,8,18,409.9
2020,6,8,19,58.4
2020,6,8,20,146.7
2020,6,8,21,171.6
2020,6,8,22,386.7
2020,6,8,23,34.2
2020,6,9,0,314.3
2020,6,9,1,221.6
2020,6,9,2,244.0
2020,6,9,3,163.1
2020,6,9,4,197.3
2020,6,9,5,125.9
2020,6,9,6,168.6
2020,6,9,7,286.6
2020,6,9,8,53.9
2020,6,9,9,177.6
2020,6,9,10,253.7
2020,6,9,11,331.2
2020,6,9,12,37.9
2020,6,9,13,260.2
2020,6,9,14,244.2
2020,6,9,15,137.8
2020,6,9,16,466.4
2020,6,9,17,162.0
2020,6,9,18,169.8
2020,6,9,19,101.1
2020,6,9,20,115.2
2020,6,9,21,163.8
2020,6,9,22,133.2
2020,6,9,23,245.5
2020,6,10,0,50.0
2020,6,10,1,160.6
2020,6,10,2,310.5
2020,6,10,3,40.9
2020,6,10,4,223.1
2020,6,10,5,229.3
2020,6,10,6,88.1
2020,6,10,7,122.9
2020,6,10,8,262.1
2020,6,10,9,282.3
2020,6,10,10,523.8
2020,6,10,11,99.9
2020,6,10,12,283.6
2020,6,10,13,271.1
2020,6,10,14,160.9
2020,6,10,15,208.2
2020,6,10,16,147.0
2020,6,10,17,185.6
2020,6,10,18,310.3
2020,6,10,19,47.0
2020,6,10,20,73.1
2020,6,10,21,327.2
2020,6,10,22,248.1
2020,6,10,23,165.5
2020,6,11,0,359.6
2020,6,11,1,325.4
2020,6,11,2,86.4
2020,6,11,3,360.3
2020,6,11,4,122.9
2020,6,11,5,88.1
2020,6,11,6,31.5
2020,6,11,7,136.1
2020,6,11,8,395.1
2020,6,11,9,32.6
2020,6,11,10,215.1
2020,6,11,11,118.3
2020,6,11,12,332.3
2020,6,11,13,134.8
2020,6,11,14,101.2
2020,6,11,15,230.7
2020,6,11,16,88.1
2020,6,11,17,334.2
2020,6,11,18,237.3
2020,6,11,19,202.8
2020,6,11,20,154.5
2020,6,11,21,185.9
2020,6,11,22,222.6
2020,6,11,23,537.4
2020,6,12,0,140.1
2020,6,12,1,61.8
2020,6,12,2,315.6
2020,6,12,3,80.2
2020,6,12,4,141.8
2020,6,12,5,371.8
2020,6,12,6,53.6
2020,6,12,7,202.7
2020,6,12,8,273.1
2020,6,12,9,84.8
2020,6,12,10,96.9
2020,6,12,11,465.7
2020,6,12,12,355.9
2020,6,12,13,110.7
2020,6,12,14,246.9
2020,6,12,15,139.8
2020,6,12,16,289.2
2020,6,12,17,288.2
2020,6,12,18,461.3
2020,6,12,19,215.3
2020,6,12,20,56.2
2020,6,12,21,384.1
2020,6,12,22,74.9
2020,6,12,23,534.4
2020,6,13,0,64.7
2020,6,13,1,355.4
2020,6,13,2,243.3
2020,6,13,3,113.9
2020,6,13,4,82.8
2020,6,13,5,249.1
2020,6,13,6,85.0
2020,6,13,7,411.5
2020,6,13,8,215.5
2020,6,13,9,47.9
2020,6,13,10,74.0
2020,6,13,11,174.7
2020,6,13,12,86.0
2020,6,13,13,416.7
2020,6,13,14,266.2
2020,6,13,15,270.1
2020,6,13,16,194.0
2020,6,13,17,259.4
2020,6,13,18,517.5
2020,6,13,19,144.2
2020,6,13,20,76.2
2020,6,13,21,123.7
2020,6,13,22,69.8
2020,6,13,23,83.1
2020,6,14,0,220.9
2020,6,14,1,497.2
2020,6,14,2,59.5
2020,6,14,3,160.1
2020,6,14,4,94.8
2020,6,14,5,93.9
2020,6,14,6,334.2
2020,6,14,7,125.6
2020,6,14,8,120.6
2020,6,14,9,210.9
2020,6,14,10,161.8
2020,6,14,11,365.8
2020,6,14,12,154.6
2020,6,14,13,356.8
2020,6,14,14,62.6
2020,6,14,15,426.5
2020,6,14,16,243.2
2020,6,14,17,153.1
2020,6,14,18,386.9
2020,6,14,19,393.3
2020,6,14,20,336.0
2020,6,14,21,121.2
2020,6,14,22,134.3
2020,6,14,23,287.7
2020,6,15,0,73.0
2020,6,15,1,414.9
2020,6,15,2,503.1
2020,6,15,3,287.5
2020,6,15,4,371.7
2020,6,15,5,111.4
2020,6,15,6,175.3
2020,6,15,7,29.3
2020,6,15,8,325.6
2020,6,15,9,204.7
2020,6,15,10,69.9
2020,6,15,11,286.4
2020,6,15,12,53.2
2020,6,15,13,141.4
2020,6,15,14,155.1
2020,6,15,15,282.2
2020,6,15,16,159.4
2020,6,15,17,342.6
2020,6,15,18,151.1
2020,6,15,19,185.3
